name,website,hq_country,hq_city,founded,category,subsector,modality,company_type,status,description,notes
Sectigo,https://www.sectigo.com,United States,Roseland,1998,Quantum Security & Post-Quantum Cryptography,Digital certificates / PKI,,scaleup,active,Certificate authority and certificate-lifecycle management offering PQC-ready certificates.,"Formerly Comodo CA; HQ Roseland, NJ."
SecureMachines,https://www.securemachines.in,India,Bengaluru,2019,Quantum Security & Post-Quantum Cryptography,PQC hardware security modules,,startup,active,Builds quantum-safe security hardware; flagship Prastaara HSM supports post-quantum and classical cryptography.,Founded ~2019; seed round led by Navam Capital. Site returned 403 to automated fetch but securemachines.in is the confirmed domain.
Senetas,https://www.senetas.com,Australia,Melbourne,1999,Quantum Security & Post-Quantum Cryptography,post-quantum network encryption,,public-company,active,High-assurance network encryption provider delivering quantum-resistant (NIST PQC) encryption for defence/government.,"ASX:SEN, HQ South Melbourne. 1999 per company history (third-party sources cite 1982). Partners with Thales."
seQre,https://seqre.net,Poland,Wroclaw,2012,Quantum Security & Post-Quantum Cryptography,QRNG / QKD / quantum-safe,,startup,active,Quantum cryptography (QKD) and quantum random number generation platform run by CompSecur.,seQre trademark operated by CompSecur sp. z o.o. (Wroclaw); platform formalized via SEQRE 2014 symposium. HQ corrected from Krakow to Wroclaw; founded corrected from 2022.
SeQure Quantum,https://sequrequantum.com,Poland,Gdansk,2021,Quantum Security & Post-Quantum Cryptography,Quantum photonics for cybersecurity / QRNG,,startup,active,Self-certifying quantum random number generators (QRNG) and quantum-safe security for critical infrastructure.,Chilean-Polish startup (U. Concepcion + U. Gdansk); first quantum-safe link in Chilean electrical grid (2026).
Sixscape Communications,https://www.sixscape.com,Singapore,Singapore,2014,Quantum Security & Post-Quantum Cryptography,PKI & post-quantum network security,,startup,active,PKI and certificate-automation cybersecurity firm adding post-quantum cryptography to secure communications.,Founded 2014 by Lawrence Hughes (record said 2016).
Squareroot8 Technologies,https://www.squareroot8.tech,Singapore,Singapore,2020,Quantum Security & Post-Quantum Cryptography,QKD & QRNG quantum security,,startup,active,Quantum-safe security firm offering QKD and QRNG products; part of Singapore's National Quantum-Safe Network.,NUS (College of Design & Engineering) spinout; publicly launched Sep 2025.
TAQBit Labs,https://www.taqbit.com,India,Bengaluru,2018,Quantum Security & Post-Quantum Cryptography,"QKD, QRNG",,startup,active,"Deep-tech firm providing QKD and QRNG security solutions for defense, telecom and enterprise infrastructure.",Website taqbit.com confirmed live; founded 2018 by Animesh Aaryan and team.
Thales Quantum,https://www.thalesgroup.com,France,Paris,,Quantum Security & Post-Quantum Cryptography,"Quantum-safe security, PQC, quantum sensing",,big-tech-division,active,"Thales develops quantum-safe security (PQC, quantum-safe 5G SIM/eSIM), quantum sensing and submits PQC methods to NIST.",World-first quantum-safe 5G SIM/eSIM demonstration confirmed (Mar 2026); defense/space quantum work.
Utimaco,https://utimaco.com,Germany,Aachen,1983,Quantum Security & Post-Quantum Cryptography,HSM / quantum-safe,,scaleup,active,Hardware security modules and key management with quantum-safe / PQC-ready firmware.,
Veridify Security,https://www.veridify.com,United States,Shelton (Connecticut),2004,Quantum Security & Post-Quantum Cryptography,PQC for IoT/OT,,startup,active,Quantum-resistant security for low-resource IoT/OT and building-automation devices (DOME platform).,Formerly SecureRF.
WISeKey,https://www.wisekey.com,Switzerland,Geneva,1999,Quantum Security & Post-Quantum Cryptography,PKI / digital identity,,public-company,active,"Cybersecurity, PKI and digital identity firm deploying post-quantum root keys and quantum-safe IoT.",NASDAQ: WKEY; parent of SEALSQ.
Xiphera,https://xiphera.com,Finland,Espoo,2017,Quantum Security & Post-Quantum Cryptography,PQC IP cores,,startup,active,xQlave post-quantum cryptographic IP cores optimized for FPGA and ASIC integration.,
Adamas Nanotechnologies,https://www.adamasnano.com,United States,"Raleigh, NC",2010,Quantum Sensing & Metrology,NV-diamond material/sensing,NV-center/diamond,other,active,Fluorescent and NV-center diamond materials enabling quantum sensing and magnetometry.,Founding year corrected to 2010 (record said 2007); Raleigh NC.
Advanced Navigation,https://www.advancednavigation.com,Australia,Sydney,2012,Quantum Sensing & Metrology,quantum-enhanced navigation/PNT,,scaleup,active,"Builds AI-based inertial, photonic and quantum sensing navigation systems for sea, air, land and space.",Founded 2012 by Xavier Orr & Chris Shaw. Acquired ANU spinout Vai Photonics (2022). Partners with Q-CTRL.
AMCG,https://www.amcg.co.kr,South Korea,Seoul,2021,Quantum Sensing & Metrology,Biomagnetic (MCG) magnetometry,,startup,active,Magnetocardiography scanning systems (MCG-S) using sensitive magnetometers for cardiac diagnostics.,"HQ Seocho-gu, Seoul; founded 2021. Could not independently verify the amcg.co.kr domain resolves."
AOSense,https://aosense.com,United States,"Sunnyvale, CA",2004,Quantum Sensing & Metrology,Cold-atom inertial sensing/gravimetry,neutral-atom,scaleup,active,"Longest-running US cold-atom quantum sensing firm; atomic clocks, gravimeters and inertial sensors for defense and navigation.","Stanford spinout (Kasevich); employee-owned. Confirmed founded 2004, Sunnyvale CA."
Aquark Technologies,https://www.aquarktechnologies.com/,United Kingdom,Southampton,2021,Quantum Sensing & Metrology,"Cold-atom sensors, atomic clocks",,national-lab-or-spinout,active,"Miniaturised cold-atom hardware for compact quantum sensors, navigation and atomic clocks; Southampton spinout.",University of Southampton spinout; NATO Innovation Fund backed.
Atomionics,https://www.atomionics.com,Singapore,Singapore,2018,Quantum Sensing & Metrology,Atom-interferometry gravimeters,neutral-atom,startup,active,Cold-atom interferometry gravity/inertial sensors (Gravio) for GPS-denied navigation and resource exploration.,Founders ex-CQT; backed by BHP Ventures and In-Q-Tel.
Bliq Photonics,https://bliqphotonics.com/,Canada,Quebec City,,Quantum Sensing & Metrology,Photonic imaging instruments,,startup,uncertain,Quebec City photonics firm building advanced microscopy and in-line optical sensing instruments.,"Quebec City, QC. Primarily life-science microscopy (SPARQ/VMS) and inline viscosity monitoring; direct quantum-tech link is weak, so status set to uncertain."
Bosch Quantum Sensing,https://www.bosch-quantumsensing.com,Germany,Ludwigsburg,2022,Quantum Sensing & Metrology,Magnetometry,NV-center/diamond,big-tech-division,active,Bosch unit building compact NV-diamond quantum magnetic-field sensors for medical and mobility uses.,"Bosch in-house startup (2022); JV with Element Six (25% stake) for synthetic diamond, 2025."
Cerca Magnetics,https://www.cerca-magnetics.com/,United Kingdom,Nottingham,2020,Quantum Sensing & Metrology,Optically pumped magnetometers / MEG brain scanners,other,national-lab-or-spinout,active,Wearable OPM-MEG brain scanners; University of Nottingham spinout with Magnetic Shields Ltd.,JV is with Magnetic Shields Ltd; QuSpin supplies OPM sensors (not a JV partner).
CIQTEK (国仪量子),https://www.ciqtek.com,China,Hefei,2016,Quantum Sensing & Metrology,Quantum precision-measurement instruments,NV-center/diamond,scaleup,active,"NV-diamond magnetometers, quantum diamond microscopes, EPR spectrometers, SEMs and dilution refrigerators.",Founded 2016 by Du Jiangfeng (USTC). STAR Market IPO approved Dec 2025 at ~CNY 11.7B valuation; >1000 customers.
Delta g,https://www.delta-g.uk/,United Kingdom,Birmingham,2023,Quantum Sensing & Metrology,Quantum gravity gradiometry,,national-lab-or-spinout,active,Quantum gravity gradiometers for mapping underground features; University of Birmingham spinout.,Founded 2023 (not 2022); world's first field-proven gravity gradiometry quantum sensor.
DeteQt,https://www.deteqt.com,Australia,Sydney,2024,Quantum Sensing & Metrology,diamond magnetometers,NV-center/diamond,startup,active,Commercialises diamond-on-silicon (NV-center) quantum magnetometers for GPS-denied navigation and mineral exploration.,"USYD Nano Institute spinout (2024), founders Jim Rabeau & Omid Kavehei. Raised A$5M seed. Uses diamond-on-silicon."
DIASENSE,https://diasense.io,Denmark,Copenhagen,2024,Quantum Sensing & Metrology,Diamond quantum microscopy,NV-center/diamond,national-lab-or-spinout,active,Builds NV-diamond quantum magnetic microscopes for contactless defect detection in semiconductor chips.,DTU Physics spin-out; incubated at BioInnovation Institute; raised total ~EUR 1.9M.
Diffraqtion,https://diffraqtion.com/,United States,"Somerville, Massachusetts",2024,Quantum Sensing & Metrology,Quantum imaging cameras,,startup,active,Develops a 'quantum camera' for ultra-high-resolution imaging satellites and telescopes; MIT/University of Maryland spinout.,Raised $4.2M pre-seed (Jan 2026) incl. DARPA SBIR D2P2 for space domain awareness; first satellite (Galileo-1) targeted 2028.
Dobslit,https://dobslit.com/,Brazil,Sao Carlos,2018,Quantum Sensing & Metrology,Quantum sensors / metrology,,startup,active,Second-generation quantum sensing and measurement systems for precision metrology and geophysical surveying.,"Spun out of Federal University of Sao Carlos (formerly QCSC); based in Sao Carlos, Sao Paulo state, not Sao Paulo city."
Entoptica,https://www.entoptica.co,Hong Kong,Hong Kong,2022,Quantum Sensing & Metrology,Quantum/structured-light eye imaging,photonic,startup,active,Quantum-inspired structured-light eye-diagnostic instruments for early detection of degenerative retinal disease.,"Canonical site is entoptica.co (not .com); InnoHK/CEVR-linked MedTech in Sheung Wan, HK. Founded year approximate."
"Exail (Quantum, formerly Muquans/iXblue)",https://www.exail.com,France,Saint-Germain-en-Laye,2011,Quantum Sensing & Metrology,Quantum sensors / metrology,cold-atom,public-company,active,Absolute quantum gravimeters (cold-atom) for geophysics and navigation; integrates former Muquans technology.,"Muquans (2011) acquired by iXblue 2021; iXblue+ECA merged into Exail 2022. Gravimeter is cold-atom (laser-cooled), not neutral-atom computing."
FieldLine,https://fieldlineinc.com,United States,"Boulder, CO",2017,Quantum Sensing & Metrology,OPM magnetometers/MEG,other,startup,active,Optically pumped magnetometer arrays and wearable OPM-MEG brain imaging systems.,CU Boulder spinout (Svenja Knappe); first clinical-approved OPM-MEG system in the US (2024).
Foqus Technologies,https://www.foqustech.com/,Canada,Waterloo,2021,Quantum Sensing & Metrology,Quantum-enhanced MRI,,startup,active,Quantum information algorithms and ML to enhance MRI signal/scan times; interfaces with existing MRI workstations.,"Founded 2021 by Sadegh Raeisi; Waterloo, ON (Velocity incubator). Software-based MRI enhancement."
Fraunhofer IAF Quantum Sensing,https://www.iaf.fraunhofer.de,Germany,Freiburg,,Quantum Sensing & Metrology,NV-diamond magnetometry,NV-center/diamond,national-lab-or-spinout,active,Research institute developing NV-diamond and OPM magnetometers and quantum sensing services.,"Fraunhofer institute (research org, not a company); part of Quantum Sensing Hub Freiburg."
Frequency Electronics,https://www.freqelec.com,United States,"Mitchel Field, NY",1961,Quantum Sensing & Metrology,Atomic clocks/timing,,public-company,active,"Precision atomic clocks and frequency/timing systems for satellites, defense and space.","NASDAQ: FEIM; founded 1961 by Martin Bloch; HQ Mitchel Field, NY."
GDQ Labs,https://gdqlabs.com/,India,Bengaluru,,Quantum Sensing & Metrology,Quantum magnetometers / magnetocardiography,,startup,active,Builds quantum magnetic sensors (MAGSENSE) for contactless magnetocardiography heart screening.,Incubated at I-HUB Quantum (IISER Pune); founded by IISER Pune PhD physicists; operations in Bengaluru/Pune.
GEM Systems,https://www.gemsys.ca,Canada,"Markham, ON",1980,Quantum Sensing & Metrology,Optically pumped/Overhauser magnetometers,,other,active,"Cesium optically pumped, Overhauser and proton-precession magnetometers for geophysics and exploration.","Founded 1980 by Drs. Ivan and Jasna Hrvoic; Markham, Ontario."
Genesis Quantum Technology (GQT),https://www.genesisqt.com/,South Korea,Daejeon,,Quantum Sensing & Metrology,Single-photon detection sensing,,startup,active,"Single-photon detection (SPD/SPAD) for quantum sensing, biomarker detection and quantum infrastructure.","Founded by ex-SK Telecom quantum lab / ex-ID Quantique team; HQ Daejeon with US presence in Alexandria, VA. Founding year unconfirmed."
Geometrics,https://www.geometrics.com,United States,"San Jose, CA",1969,Quantum Sensing & Metrology,Optically pumped magnetometers,,other,active,"Cesium-vapor optically pumped magnetometers for geophysical, marine and UAV surveys.",Founded 1969 (Varian alumni); now a division of OYO Corporation (Japan).
Guosheng Quantum (国盛量子 / Anhui Guosheng),https://www.gshqt.com,China,Hefei,2019,Quantum Sensing & Metrology,Industrial NV-diamond magnetometry,NV-center/diamond,startup,active,Markets itself as China's first industrial quantum-sensing firm; NV-diamond magnetometers for power-grid monitoring.,Hefei High-tech Zone; deployed with State Grid Anhui Electric Power.
High Q Technologies,https://highqtechnologies.com/,Canada,Waterloo,2013,Quantum Sensing & Metrology,Quantum scientific instruments,superconducting sensors,startup,active,Quantum-enabled EPR spectrometers (FATHOM) using superconducting sensors for protein/drug research.,"IQC spinout, Waterloo, ON; founded 2013. Canonical site is highqtechnologies.com (record had highqtech.com)."
Kewei Quantum (科维量子),,China,Beijing,2023,Quantum Sensing & Metrology,Atomic clocks & Rydberg sensors,,startup,active,Atomic clocks and Rydberg-atom electromagnetic detection systems for spectrum monitoring and antenna characterization.,Spun out of Beijing Academy of Quantum Information Sciences (BAQIS). No standalone website confirmed.
MAG4Health,https://www.mag4health.com,France,Grenoble,2021,Quantum Sensing & Metrology,Medical quantum sensing (OPM-MEG),,startup,active,Develops helium-4 optically-pumped-magnetometer MEG systems for clinical brain imaging at room temperature.,Spun from CEA-Leti Grenoble; co-founded by Etienne Labyt and Agustin Palacios-Laloy.
Magnicon,https://www.magnicon.com,Germany,Hamburg,2000,Quantum Sensing & Metrology,SQUID magnetometers/electronics,,other,active,"SQUID sensors, magnetometers and readout electronics for ultra-low-noise magnetic measurement.",Corrected founding year to 2000 (founded Dec 2000 by Hinnrichs and Barthelmess).
MEGIN,https://www.megin.com,Finland,Espoo,,Quantum Sensing & Metrology,SQUID-MEG magnetometry,,other,active,SQUID-based whole-head magnetoencephalography (MEG) systems (TRIUX neo) for clinical brain imaging.,Corrected HQ to Espoo. Lineage from Neuromag/Elekta Neuromag; MEGIN brand since 2018.
Mesa Quantum,https://mesaquantum.com,United States,"Boulder, CO",2023,Quantum Sensing & Metrology,Chip-scale clocks/PNT,atomic/vapor-cell,startup,active,Chip-scale atomic clocks and quantum PNT sensors for GPS-denied navigation.,CU Boulder startup founded 2023. Uses vapor-cell atomic technology (record's 'neutral-atom' modality corrected).
Mode Labs,https://modelabs.tech/,United Kingdom,Oxford,2021,Quantum Sensing & Metrology,Chemical sensing,,national-lab-or-spinout,active,"Field chemical sensors (phosphorus, ammonia) using quantum-inspired optical-cavity sensing for water quality.","University of Oxford spinout (Begbroke); uses tech originally developed for quantum computing, marketed as quantum-inspired. Website modelabs.tech."
Nomad Atomics,https://www.nomadatomics.com,Australia,Canberra,2020,Quantum Sensing & Metrology,cold-atom gravimeters/sensors,cold-atom,startup,active,"Builds field-deployable cold-atom quantum sensors: gravimeters, accelerometers and magnetometers for mining/navigation.","ANU founders Kyle Hardman, Paul Wigley, Christian Freier. Modality corrected to cold-atom (was neutral-atom)."
NVision Imaging Technologies,https://www.nvision-quantum.com,Germany,Ulm,2016,Quantum Sensing & Metrology,Quantum sensing/imaging,,startup,active,Hyperpolarization quantum technology for metabolic MRI; expanding into molecular quantum computing.,Ulm University/Max Planck spin-off; founded ~2016.
Oscilloquartz,https://www.oscilloquartz.com,Switzerland,Neuchâtel,1949,Quantum Sensing & Metrology,Timing/clocks,,other,active,Atomic clocks (optical cesium) and precision timing/synchronization systems.,Adtran subsidiary (formerly ADVA); quantum relevance via atomic clocks.
Phantom Photonics,https://phantomphotonics.ca/,Canada,Waterloo,2023,Quantum Sensing & Metrology,Quantum 3D remote sensing / LiDAR,photonic,startup,active,"Quantum 3D remote sensing / quantum LiDAR for extreme environments (space, marine, defence).","UWaterloo/IQC spinout, founded 2023 (Maierean, Sajeed, Jennewein). Canonical site is phantomphotonics.ca (record had .com)."
Phasor Quantum,https://www.phasorinnovation.com/,Australia,Melbourne,,Quantum Sensing & Metrology,Quantum navigation / magnetometry,NV-center/diamond,startup,active,Develops synthetic-diamond NV quantum vector magnetometers for GPS-denied magnetic navigation.,University of Melbourne / RMIT collaboration; AUS-QNav project. Trades as Phasor Innovation.
QDI Systems,https://qdisystems.com,Netherlands,Groningen,2019,Quantum Sensing & Metrology,Quantum-dot imaging,,startup,active,"Quantum-dot photodetector technology for medical X-ray, mammography and SWIR imaging.",Zernike Institute / University of Groningen spinout (2019).
QinetiQ,https://www.qinetiq.com/,United Kingdom,Farnborough,2001,Quantum Sensing & Metrology,Quantum sensing & PNT for defence,,public-company,active,Defence technology firm with quantum sensing and position/navigation/timing programmes.,Quantum is a programme area within a large LSE-listed defence company.
QLM Technology,https://qlmtec.com/,United Kingdom,Bristol,2017,Quantum Sensing & Metrology,Quantum gas LiDAR (methane sensing),single-photon LiDAR,national-lab-or-spinout,active,Single-photon (SPAD) quantum gas-imaging LiDAR cameras to detect and quantify methane and other gas leaks.,University of Bristol spinout; HQ Bristol.
Qnami,https://qnami.ch,Switzerland,Muttenz,2016,Quantum Sensing & Metrology,Magnetometry,NV-center/diamond,startup,active,NV-center diamond scanning magnetometers (ProteusQ) and Quantilever probes for nanoscale magnetic imaging.,University of Basel spinout; HQ in Muttenz (Basel area).
Qnity,https://www.qnity.bio/,United States,Tulsa,2022,Quantum Sensing & Metrology,Quantum-electrochemical sensing,,startup,active,Quantum-electrochemical chip for ultra-sensitive drug discovery and molecular screening.,"Founded in Sao Paulo, Brazil; established US HQ in Tulsa, Oklahoma. Won WEF Quantum for Sustainability 2025. Canonical site is qnity.bio (record's .com.br was incorrect)."
QSENSATO,https://qsensato.com,Italy,Bari,2024,Quantum Sensing & Metrology,Atomic-photonic quantum sensors / vapor cells,,national-lab-or-spinout,active,Develops integrated atomic-photonic chips and laser-written vapor-cell atomic sensors for ultra-precise field measurement.,University of Bari spinout built on ICFO IP (12th ICFO venture); constituted May 2024; raised EUR 500K pre-seed (2025).
QT Sense,https://www.qtsense.com,Netherlands,Groningen,2024,Quantum Sensing & Metrology,Nanoscale magnetometry,NV-center/diamond,startup,active,Nanodiamond/NV-based quantum sensors for single-cell and life-science diagnostics.,UMCG/University of Groningen roots; Quantum Nuova platform. Founding year ~2020-2024 per sources; record's 2024 retained.
Qu-TES,https://www.qutes.jp,Japan,,,Quantum Sensing & Metrology,Quantum/superconducting sensing,,startup,uncertain,Reportedly a Japanese quantum sensing / transition-edge-sensor detector company.,Could not independently confirm this company; website qutes.jp did not resolve and no verifiable third-party sources found. Set uncertain.
QUAD,,South Korea,Seoul,,Quantum Sensing & Metrology,Single-photon detection (SNSPD),,startup,active,"Develops superconducting-nanowire single-photon detectors for sensing, comms, QC and semiconductor inspection.",KIST-supported deep-tech startup at SelectUSA 2026 (CEO Oh Byung-doo); no canonical public website confirmed.
Quantum Diamond Technologies (QDTI),https://qdti.com,United States,"Somerville, MA",2015,Quantum Sensing & Metrology,NV-diamond magnetic imaging,NV-center/diamond,startup,active,NV-center diamond magnetic imaging platform for ultrasensitive biomarker detection and diagnostics.,Founded 2015 (John Pena); based on Harvard research; Somerville MA / Greentown Labs.
Quantum Scopes,https://quantumscopes.com,Sweden,Stockholm,2021,Quantum Sensing & Metrology,Single-photon instruments / imaging,,startup,active,"Builds end-to-end single-photon systems: quantum spectrometers, microscopes, lidar and photon-pair sources.","KTH Quantum Nano Photonics Group spin-out (co-founded by Val Zwiller, ~2021); partner in Sweden's NQCIS project."
Quantum Valley Ideas Laboratories (QVIL),https://qvideaslab.ca/,Canada,Waterloo,2016,Quantum Sensing & Metrology,Rydberg sensing R&D,,other,active,Non-profit R&D lab commercializing Rydberg-atom RF sensors and related quantum technologies.,"Waterloo, ON; founded 2016 (corrected from 2018); website corrected to qvideaslab.ca; spun out WaveRyde."
QuantumDiamonds,https://www.qd-st.com,Germany,Munich,2022,Quantum Sensing & Metrology,NV-diamond magnetic microscopy,NV-center/diamond,startup,active,NV-center diamond magnetic imaging for semiconductor failure analysis and chip inspection.,"TUM/MPQ spinout, founded 2022; announced EUR 152M Munich chip-inspection facility (Dec 2025)."
QuantX Labs,https://quantxlabs.com,Australia,Adelaide,2016,Quantum Sensing & Metrology,precision timing / atomic clocks,,startup,active,Commercialises sapphire/optical atomic clocks and precision timing/quantum sensing for defence and critical infrastructure.,Founded 2016 by Andre Luiten & Martin O'Connor (Univ. Adelaide spinout). Cryoclock for JORN Phase 6. Founding year corrected from 2021.
Quanvia,https://www.quanvia.com,Spain,Leioa,2021,Quantum Sensing & Metrology,Quantum biomedical diagnostics,NV-center/diamond,startup,active,Biomedical diagnostics using NV-center diamond magnetometry and ML for biomarker/biomolecule detection.,University of the Basque Country spinout/investor; 2nd place NEOTEC 2024.
QuBeats,https://qubeats.com,India,Hyderabad,2022,Quantum Sensing & Metrology,Atomic quantum sensors,,startup,active,"Vapour-cell quantum sensors (magnetometry, gyroscopy, timing); building GPS-free quantum navigation for the Indian Navy.",Won iDEX ADITI 2.0 Defence Challenge grant (~Rs 25 crore / ~$3M).
QuPrayog,https://www.quprayog.com,India,Pune,2024,Quantum Sensing & Metrology,Optical atomic clocks,,national-lab-or-spinout,active,"Precision quantum metrology: portable optical atomic clocks, Ti:Sapphire lasers and optical frequency combs.",NQM-supported IISER Pune spinout; co-founders Rahul Sawant and Jay Mangaonkar. Website quprayog.com confirmed live.
QuSpin,https://quspin.com,United States,"Louisville, CO",2012,Quantum Sensing & Metrology,Optically pumped magnetometers,,startup,active,Compact optically pumped magnetometer (OPM) modules widely adopted for OPM-MEG brain imaging.,"Confirmed founded 2012, Louisville CO; founder Vishal Shah."
QZabre,https://www.qzabre.com,Switzerland,Zurich,2018,Quantum Sensing & Metrology,NV-diamond scanning magnetometry,NV-center/diamond,startup,active,Scanning NV magnetometers and diamond probes for nanoscale magnetic field/current imaging.,ETH Zurich spinout (Christian Degen Spin Physics group).
Rafael Advanced Defense Systems,https://www.rafael.co.il,Israel,Haifa,1948,Quantum Sensing & Metrology,Quantum sensors / navigation,,other,active,Defense firm developing quantum sensors (accelerometers/gyroscopes) for GPS-denied navigation; in Israel's quantum-sensing consortium.,Quantum is one division of a large state-owned defense firm; included for its quantum-sensing activity (Rafael Quantum Center).
RobQuant,https://robquant.com,United Kingdom,Sheffield,2023,Quantum Sensing & Metrology,NV-diamond magnetometry,NV-diamond,startup,active,Solid-state NV-diamond magnetometers integrated with silicon photonics for clinical-grade brain/industrial sensing.,"Corrected: HQ is Sheffield (not London); founded 2023; NV-diamond magnetometry, not atomic inertial."
Rydberg Technologies,https://www.rydbergtechnologies.com,United States,"Ann Arbor, MI",2015,Quantum Sensing & Metrology,Rydberg RF/electric-field sensing,neutral-atom,startup,active,Rydberg-atom quantum RF sensors and receivers covering DC to terahertz for sensing and comms.,"University of Michigan spinout (David Anderson); confirmed 2015, Ann Arbor MI."
SBQuantum,https://sbquantum.com/,Canada,Sherbrooke,2016,Quantum Sensing & Metrology,Diamond NV magnetometry,NV-center/diamond,startup,active,"NV-diamond quantum magnetometers for navigation, geophysics and infrastructure; sensor flown in space.","Sherbrooke, QC; flew Diamond Polaris satellite (with Spire) for NGA MagQuest. Founded year reported as 2016-2017."
SLEEX,https://www.thesleex.com/,South Korea,,,Quantum Sensing & Metrology,Quantum LiDAR / underwater sensing,,startup,active,"Quantum LiDAR plus electric-field sensing for underwater perception, autonomous navigation and defense.",Website thesleex.com confirmed live. KIST-supported deep-tech startup at SelectUSA 2026 (CEO Lee Jeho).
STAR Cryoelectronics,https://starcryo.com,United States,"Santa Fe, NM",1999,Quantum Sensing & Metrology,SQUID magnetometers,,other,active,"SQUID sensors, readout electronics, cryogenic systems and superconducting thin-film foundry services.",Founded 1999 by Robin Cantor; Santa Fe NM.
SteerLight,https://www.steerlight.com,France,Grenoble,2022,Quantum Sensing & Metrology,Photonic LiDAR/imaging,photonic,startup,active,Silicon-photonics FMCW LiDAR and coherent imaging sensors for mobility/ADAS.,"CEA-Leti spinout, founded 2022, Grenoble; Stellantis Ventures-backed. Primarily photonic LiDAR rather than strictly quantum sensing."
Supracon,https://www.supracon.com,Germany,Jena,2001,Quantum Sensing & Metrology,SQUID magnetometers,,other,active,SQUID sensors and magnetometer systems for biomagnetism and geophysics; IPHT Jena spin-off.,Confirmed founded 2001 as IPHT Jena spin-off.
Taifs Technology (泰福仕),,China,Wuhan,,Quantum Sensing & Metrology,Chip-scale atomic clocks,,startup,active,Mass-produces chip-scale (CPT) atomic clocks for BeiDou/underwater navigation and drone-swarm timing.,"Wuhan University (satellite-navigation center) spinout, backed by Yangtze River Industry Group; founding year unconfirmed. No standalone website confirmed."
Tristan Technologies,https://tristantech.com,United States,"San Diego, CA",1991,Quantum Sensing & Metrology,SQUID magnetometers,,other,active,SQUID-based magnetometer and biomagnetic (MEG/MCG) measurement systems.,Founded 1991 by former BTi and S.H.E. Corp. principals; San Diego (Miramar). Founding year added.
Twinleaf,https://twinleaf.com,United States,"Plainsboro, NJ",2007,Quantum Sensing & Metrology,Atomic/SERF magnetometers,,startup,active,"Precision atomic (SERF) magnetometers, magnetic shielding and low-noise instrumentation.","Founded by Thomas Kornack (Princeton); confirmed 2007, Plainsboro NJ."
Vector Atomic,https://vectoratomic.com,United States,"Pleasanton, CA",2018,Quantum Sensing & Metrology,Atomic clocks/inertial sensing,neutral-atom,scaleup,acquired,"Field-deployed atomic clocks, gravimeters and inertial sensors for GPS-independent PNT; now part of IonQ.","Acquired by IonQ; deal completed October 2, 2025. Founded 2018, Pleasanton CA."
Vescent,https://vescent.com,United States,"Golden, CO",2002,Quantum Sensing & Metrology,Optical atomic clocks/timing,,startup,active,"Rugged optical frequency combs and the MIRIDIAN optical atomic clock for timing, sensing and navigation.",Founded 2002 as Vescent Photonics (now Vescent/Vescent Technologies); Golden CO.
WaveRyde,https://www.waveryde.com/,Canada,Waterloo,,Quantum Sensing & Metrology,Rydberg-atom RF sensing,Rydberg-atom,startup,active,"Rydberg atom-based RF/electric-field sensors for calibration-free, wideband signal detection.","Spun out of Quantum Valley Ideas Lab by James Shaffer; Waterloo, ON. Website not independently confirmed."
Xairos Systems,https://www.xairos.com,United States,"Lafayette, CO",2019,Quantum Sensing & Metrology,Quantum timing/PNT,,startup,active,Quantum-entanglement-based time transfer and synchronization for GPS-independent precision timing.,"Founded 2019 (Mitlyng, Troupe); HQ listed as Lafayette/Arvada, CO (Denver metro). Formerly Speqtral Quantum Technologies."
1QBit (1QB Information Technologies),https://1qbit.com,Canada,Vancouver,2012,"Software, Algorithms & Error Correction",Quantum software & algorithms,,scaleup,acquired,One of the first dedicated quantum software companies; hardware-agnostic algorithms and optimization software.,Acquired by Terra Quantum AG (Feb 2024); operates within the Terra Quantum group while retaining Vancouver operations.
4colors Research,https://4colors-research.com/,United Kingdom,Cambridge,2016,"Software, Algorithms & Error Correction",Optimization algorithms / R&D consultancy,,startup,active,Algorithmic R&D consultancy building hybrid classical-quantum solvers for optimization problems.,Canonical site is 4colors-research.com (not 4colors.io). Won 2024 Airbus-BMW Quantum Challenge.
AbaQus,https://www.abaqus.dev,Canada,"Vancouver, BC",2021,"Software, Algorithms & Error Correction",Finance algorithms,,startup,active,"Quantum platform for financial services: risk analysis, optimization and Monte Carlo on QPUs.",Vancouver-based; canonical site abaqus.dev (corrected from abaqus.ca).
Agnostiq,https://agnostiq.ai,Canada,Toronto,2018,"Software, Algorithms & Error Correction",Hybrid HPC/quantum workflow orchestration,,startup,acquired,Maker of open-source Covalent orchestration for hybrid HPC/quantum/AI workloads across heterogeneous backends.,Toronto-founded (2018). Acquired by DataRobot (Feb 2025); had pivoted from quantum toward broader AI/compute orchestration prior to acquisition.
Algorithmiq,https://algorithmiq.fi,Italy,Milan,2020,"Software, Algorithms & Error Correction",Quantum algorithms for life sciences,,startup,active,Quantum software for chemistry and life sciences; industrializes quantum algorithms and error mitigation on real hardware.,Founded in Helsinki; in May 2026 raised EUR 18M and moved global HQ to Milan while retaining significant Finnish operations.
AngelQ Quantum Computing,https://angelquantum.com,Singapore,Singapore,,"Software, Algorithms & Error Correction",Architecture-agnostic quantum software,,startup,active,"Architecture-agnostic quantum and quantum-inspired software for finance, energy and supply chain.","Founder/Chief Scientist is CQT PI Dimitris Angelakis; offices in Singapore, UK and Greece."
